Dokument ID;Nachname;Vorname;Pseudonym;Gender;Titel;Untertitel_im_Text;Untertitel_im_Inhaltsverzeichnis;Jahr_ED;entstanden;Gattungslabel_ED;Gattungslabel_ED_normalisiert;Medium_ED;Medientyp_ED;Hg.;Kanon_Status;Nummer im Heft (ab 00797: 1 erste Position. 0 nicht erste Position);seriell;Seiten;Medium_Zweitdruck;Jahr_Zweitdruck;Label_Zweitdruck;Medium_Drittdruck;Jahr_Drittdruck;Label_Drittdruck;in_Deutscher_Novellenschatz_(Heyse);in_Pantheon;in_RUB_Sammlung;in_B-v-Wiese;Verantwortlich_Erfassung;falls andere Quelle;Herkunft_Prätext_lt_Paratext;Wahrheitsbeglaubigung_lt_Paratext;Bearbeitungsqualität;ist_spätere_Fassung_von;UrhGeschBis;falls_Episode_als_Ganztext_erfasst;Kontrafaktizität_annotiert
00725-00;Reventlow;Franziska Gräfin zu;;f;Herrn Dames Aufzeichnungen;;;1913;;R;R;Roman/Monographie;(unbekannt);;1;;;;;;;;;;;;;;;ELTeC;;;normalisiert;;;;
00726-00;Christ;Lena;;f;Mathias Bichler;;;1914;;R;R;Roman/Monographie;(unbekannt);;1;;;;;;;;;;;;;;;ELTeC;;;normalisiert;;;;
00727-00;Ebner-Eschenbach;Marie von;;f;Agave;;;1903;;R;R;Roman/Monographie;(unbekannt);;3;;;;;;;;;;;;;;;ELTeC;;;normalisiert;;;;
00728-00;Oppermann;Andreas;;m;Am Fuße des Arbers;Dorfgeschichte von Andreas Oppermann;Erzählungen und Novellen;1866;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 4 / Jg. 2.;Familienblatt;;0;;TRUE;49-51;;;;;;;;;;;Johannes Leitgeb;;;;normalisiert;;;;
00728-01;Oppermann;Andreas;;m;Am Fuße des Arbers;Dorfgeschichte von Andreas Oppermann;Erzählungen und Novellen;1866;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 4 / Jg. 2.;Familienblatt;;0;;TRUE;49-51;;;;;;;;;;;Johannes Leitgeb;;;;normalisiert;;;;
00728-02;Oppermann;Andreas;;m;Am Fuße des Arbers;Dorfgeschichte von Andreas Oppermann;Erzählungen und Novellen;1866;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 5 / Jg. 2.;Familienblatt;;0;;TRUE;61-64;;;;;;;;;;;Johannes Leitgeb;;;;normalisiert;;;;
00729-00;o.N.;o.N.;Gl.;unbekannt;Bilder aus der Berliner Feuerwehr I.;;Skizzen aus der Heimat und Fremde;1866;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 4 / Jg. 2.;Familienblatt;;0;;TRUE;52-53;;;;;;;;;;;Johannes Leitgeb;;;;normalisiert;;;;
00729-01;o.N.;o.N.;Gl.;unbekannt;Bilder aus der Berliner Feuerwehr I.;;Skizzen aus der Heimat und Fremde;1866;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 4 / Jg. 2.;Familienblatt;;0;;TRUE;52-53;;;;;;;;;;;Johannes Leitgeb;;;;normalisiert;;;;
00729-02;o.N.;o.N.;Gl.;unbekannt;Bilder aus der Berliner Feuerwehr II.;;Skizzen aus der Heimat und Fremde;1866;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 4 / Jg. 2.;Familienblatt;;0;;TRUE;56-60;;;;;;;;;;;Johannes Leitgeb;;;;normalisiert;;;;
00730-00;Bibra;Ernst von;;m;Tupa, das Indianermächden.;;;1865;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 17;Familienblatt;;0;;TRUE;227-230;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00730-01;Bibra;Ernst von;;m;Tupa, das Indianermächden.;;;1865;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 17;Familienblatt;;0;;TRUE;227-230;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00730-02;Bibra;Ernst von;;m;Tupa, das Indianermädchen.;(Forsetzung.);;1865;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 18;Familienblatt;;0;;TRUE;241-244;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00730-03;Bibra;Ernst von;;m;Tupa, das Indianermädchen.;(Forsetzung.);;1865;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 19;Familienblatt;;0;;TRUE;257-260;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00730-04;Bibra;Ernst von;;m;Tupa, das Indianermädchen.;(Fortsetzung.);;1865;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 20;Familienblatt;;0;;TRUE;273-276;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00730-05;Bibra;Ernst von;;m;Tupa, das Indianermädchen.;(Schluß.);;1865;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 21;Familienblatt;;0;;TRUE;291-292;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00731-00;Hesekiel;George;;m;Fräulein Juliane Ludovike.;Aus vergangenen Tagen von George Hesekiel.;;1865;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 12;Familienblatt;;0;;TRUE;149-151;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00731-01;Hesekiel;George;;m;Fräulein Juliane Ludovike.;Aus vergangenen Tagen von George Hesekiel.;;1865;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 12;Familienblatt;;0;;TRUE;149-151;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00731-02;Hesekiel;George;;m;Fräulein Juliane Ludovike.;Aus vergangenen Tagen von George Hesekiel. (Schluß.);;1865;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 13;Familienblatt;;0;;TRUE;165-167;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00732-00;Strauß;Victor von;;m;Der Glücksschmied;Ein Märchen für die Weihnachtsfeiertage von Victor v. Strauß.;;1865;;M;M;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 12;Familienblatt;;0;;TRUE;157-162;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00733-00;Rosen;Ludwig;;m;Die Frauenschlacht auf Borkum. ;Geschichtliche Novelle*) von Ludwig Rosen.;;1865;;N;N;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 35;Familienblatt;;0;1;TRUE;505-508;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00733-01;Rosen;Ludwig;;m;Die Frauenschlacht auf Borkum. ;Geschichtliche Novelle*) von Ludwig Rosen.;;1865;;N;N;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 35;Familienblatt;;0;1;TRUE;505-508;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00733-02;Rosen;Ludwig;;m;Die Frauenschlacht auf Borkum. ;Geschichtliche Novelle von Ludwig Rosen. (Fortsetzung.);;1865;;N;N;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 36;Familienblatt;;0;2;TRUE;522-527;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00733-03;Rosen;Ludwig;;m;Die Frauenschlacht auf Borkum. ;Geschichtliche Novelle von Ludwig Rosen. (Fortsetzung.);;1865;;N;N;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 37;Familienblatt;;0;1;TRUE;537-540;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00733-04;Rosen;Ludwig;;m;Die Frauenschlacht auf Borkum. ;Geschichtliche Novelle von Ludwig Rosen. (Schluß.);;1865;;N;N;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 38;Familienblatt;;0;2;TRUE;556;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00734-00;Schücking;Levin;;m;Der Erbstreit.;Von Levin Schücking.;;1865;;0;0;Die Gartenlaube. Illustriertes Familienblatt. Heft 17;Familienblatt;;1;1;TRUE;257-260;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00734-01;Schücking;Levin;;m;Der Erbstreit.;Von Levin Schücking.;;1865;;0;0;Die Gartenlaube. Illustriertes Familienblatt. Heft 17;Familienblatt;;1;1;TRUE;257-260;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00734-02;Schücking;Levin;;m;Der Erbstreit.;Von Levin Schücking. (Fortsetzung.);;1865;;0;0;Die Gartenlaube. Illustriertes Familienblatt. Heft 18;Familienblatt;;1;5;TRUE;286-288;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00734-03;Schücking;Levin;;m;Der Erbstreit.;Von Levin Schücking. (Fortsetzung.);;1865;;0;0;Die Gartenlaube. Illustriertes Familienblatt. Heft 19;Familienblatt;;1;1;TRUE;289-292;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00734-04;Schücking;Levin;;m;Der Erbstreit.;Von Levin Schücking. (Fortsetzung.);;1865;;0;0;Die Gartenlaube. Illustriertes Familienblatt. Heft 20;Familienblatt;;1;1;TRUE;305-308;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00734-05;Schücking;Levin;;m;Der Erbstreit.;Von Levin Schücking. (Fortsetzung.);;1865;;0;0;Die Gartenlaube. Illustriertes Familienblatt. Heft 21;Familienblatt;;1;1;TRUE;321-324;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00734-06;Schücking;Levin;;m;Der Erbstreit.;Von Levin Schücking. (Schluß.);;1865;;0;0;Die Gartenlaube. Illustriertes Familienblatt. Heft 22;Familienblatt;;1;6;TRUE;351-352;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00735-00;;;H. Marcotin;;Künstlers Leid und Freud. ;Novelle von H. Marcotin.;;1865;;N;N;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 27;Familienblatt;;0;1;TRUE;385-390;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00735-01;;;H. Marcotin;;Künstlers Leid und Freud. ;Novelle von H. Marcotin.;;1865;;N;N;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 27;Familienblatt;;0;1;TRUE;385-390;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00735-02;;;H. Marcotin;;Künstlers Leid und Freud. ;Novelle von H. Marcotin. (Fortsetzung.);;1865;;N;N;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 28;Familienblatt;;0;1;TRUE;401-406;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00735-03;;;H. Marcotin;;Künstlers Leid und Freud. ;Novelle von H. Marcotin. (Fortsetzung.);;1865;;N;N;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 29;Familienblatt;;0;1;TRUE;417-420;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00735-04;;;H. Marcotin;;Künstlers Leid und Freud. ;Novelle von H. Marcotin. (Fortsetzung.);;1865;;N;N;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 30;Familienblatt;;0;2;TRUE;430-434;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00735-05;;;H. Marcotin;;Künstlers Leid und Freud. ;Novelle von H. Marcotin. (Fortsetzung.);;1865;;N;N;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 31;Familienblatt;;0;1;TRUE;445-448;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00735-06;;;H. Marcotin;;Künstlers Leid und Freud. ;Novelle von H. Marcotin. (Schluß.);;1865;;N;N;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 32;Familienblatt;;0;1;TRUE;461-464;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00736-00;;;K-r;;Am Familientische;Ein Gastmahl in Bergen;;1866;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 5;Familienblatt;;0;6;TRUE;76;;;;;;;;;;;Johannes Leitgeb;;;;normalisiert;;;;
00737-00;;;Corvettencapitän Werner;m;Bilder aus dem Seeleben;Mann über Bord;;1866;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 5;Familienblatt;;0;5;TRUE;74-76;;;;;;;;;;;Johannes Leitgeb;;;;normalisiert;;;;
00738-00;;;;;Spanisches Schmugglerleben;Erinnerungen eines Deutschen aus dem spanischen Grenzdienste;;1866;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen.;Familienblatt;;0;3;TRUE;68-73;;;;;;;;;;;Johannes Leitgeb;;;;normalisiert;;;;
00738-02;;;;m;Spanisches Schmugglerleben;Erinnerungen eines Deutschen aus dem spanischen Grenzdienste;;1866;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 5;Familienblatt;;0;3;TRUE;68-73;;;;;;;;;;;Johannes Leitgeb;;;;normalisiert;;;;
00739-04;Reichard;Max;;m;Erinnerungen eines Feldpredigers im französischen Lager von Sewastopol;IV. Die Kirche im Lager;;1866;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 4;Familienblatt;;0;3;TRUE;54-56;;;;;;;;;;;Johannes Leitgeb;;;;normalisiert;;;;
00740-00;;;O. W-th.;f;Christliche Romane und religiöse Novellen;Eine unlogische Abhandlung von einer Frau;;1866;;0X_Essay;0X_Essay;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 1;Familienblatt;;0;5;TRUE;10-12;;;;;;;;;;;;;;;normalisiert;;;;
00741-00;;;Bodinus;m;Ein Bewohner der südamerikanischen Steppe;;;1866;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 3;Familienblatt;;0;2;TRUE;36-38;;;;;;;;;;;;;;;normalisiert;;;;
00742-00;;;;;Calvin und Servet;;;1866;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 5;Familienblatt;;0;3;TRUE;66-68;;;;;;;;;;;;;;;normalisiert;;;;
00743-00;;;;m;Aus vielen Meeren. Erinnerungen eines deutschen Seeofficiers;Der Walfischfang im Meer von Kamtschatka;;1866;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 3;Familienblatt;;0;4;TRUE;40-43;;;;;;;;;;;;;;;normalisiert;;;;
00744-00;Hartmann;R.;;m;Die Plage der Tropen;;;1866;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 2;Familienblatt;;0;6;TRUE;29-31;;;;;;;;;;;;;;;normalisiert;;;;
00745-00;;;R. K.;m;Miss Emily Fatithfull und ihre Setzerinnen;;;1866;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 3;Familienblatt;;0;3;TRUE;38-40;;;;;;;;;;;;;;;normalisiert;;;;
00746-00;Regenstein;Charlotte;Alexander Römer;f;Eleonore;Roman;;1876;;R;R;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 1;Familienblatt;;0;;TRUE;;;;;;;;;;;;;;;;;;;;
00746-01;Regenstein;Charlotte;Alexander Römer;f;Eleonore;Roman;;1876;;R;R;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 1;Familienblatt;;0;1;TRUE;1;;;;;;;;;;;;;;;;;;;
00746-02;Regenstein;Charlotte;Alexander Römer;f;Eleonore;Roman;;1876;;R;R;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 2;Familienblatt;;0;1;TRUE;17-22;;;;;;;;;;;;;;;;;;;
00746-03;Regenstein;Charlotte;Alexander Römer;f;Eleonore;Roman;;1876;;R;R;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 3;Familienblatt;;0;1;TRUE;33-39;;;;;;;;;;;;;;;;;;;
00746-04;Regenstein;Charlotte;Alexander Römer;f;Eleonore;Roman;;1876;;R;R;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 4;Familienblatt;;0;1;TRUE;49-54;;;;;;;;;;;;;;;;;;;
00746-05;Regenstein;Charlotte;Alexander Römer;f;Eleonore;Roman;;1876;;R;R;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 5;Familienblatt;;0;1;TRUE;65-72;;;;;;;;;;;;;;;;;;;
00746-06;Regenstein;Charlotte;Alexander Römer;f;Eleonore;Roman;;1876;;R;R;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 6;Familienblatt;;0;1;TRUE;81-87;;;;;;;;;;;;;;;;;;;
00746-07;Regenstein;Charlotte;Alexander Römer;f;Eleonore;Roman;;1876;;R;R;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 7;Familienblatt;;0;1;TRUE;97-102;;;;;;;;;;;;;;;;;;;
00746-08;Regenstein;Charlotte;Alexander Römer;f;Eleonore;Roman;;1876;;R;R;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 8;Familienblatt;;0;1;TRUE;113-119;;;;;;;;;;;;;;;;;;;
00746-09;Regenstein;Charlotte;Alexander Römer;f;Eleonore;Roman;;1876;;R;R;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 9;Familienblatt;;0;4;TRUE;140-143;;;;;;;;;;;;;;;;;;;
00747-00;o.N.;o.N.;;;Eine Gesantschaftsreise im fünften Jahrhundert;Zu dem Bilde auf S. 5;;1876;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 1;Familienblatt;;0;2;TRUE;7;;;;;;;;;;;;;;;;;;;
00748-00;Goltz;Colmar von der;W. von Dünheim;m;Leiden und Freuden des Kartographen;;;1876;;0;0;Daheim. Ein deutsches Familienblatt mit Illustrationen. Heft 1;Familienblatt;;0;3;TRUE;9-12;;;;;;;;;;;;;;;;;;;
00749-00;o.N.;;;;Die alte Muhme.;;;1865;;0;0;Fliegende Blätter. Bd. XIII;Illustrierte;;0;1;TRUE;S. 2-4;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00749-01;o.N.;;;;Die alte Muhme.;;;1865;;0;0;Fliegende Blätter. Bd. XIII;Illustrierte;;0;1;TRUE;S. 2-4;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00749-02;o.N.;;;;Die alte Muhme.;;;1865;;0;0;Fliegende Blätter. Bd. XIII;Illustrierte;;0;2;TRUE;S. 9-12;;;;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-00;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. ;;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;1;TRUE;33-36;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-01;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. ;;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;1;TRUE;33-36;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-02;Hillern;Wilhelmine von ;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;1;TRUE;49-54;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-03;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;1;TRUE;65-68;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-04;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;1;TRUE;81-84;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-05;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;6;TRUE;110-112;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-06;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;1;TRUE;113-116;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-07;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;1;TRUE;129-132;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-08;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;1;TRUE;145-148;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-09;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;1;TRUE;161-165;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-10;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;1;TRUE;177-182;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-11;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;1;TRUE;193-196;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-12;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;1;TRUE;209-212;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-13;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;6;TRUE;238-240;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-14;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;1;TRUE;241-244;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-15;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;1;TRUE;257-260;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-16;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;7;TRUE;287-288;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-17;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;1;TRUE;321-324;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-18;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;1;TRUE;337-340;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-19;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;;TRUE;609-612;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-20;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;;TRUE;629-632;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-21;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;;TRUE;662-664;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-22;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;;TRUE;679-683;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-23;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;;TRUE;701-703;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-24;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;;TRUE;709-712;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-25;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;;TRUE;725-728;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-26;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;;TRUE;754-756;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-27;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;;TRUE;771-772;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
00750-28;Hillern;Wilhelmine von;;f;Aus eigener Kraft;Von W. v. Hillern geb. Birch. (Fortsetzung.);;1870;;0;0;Die Gartenlaube.;Familienblatt;Ernst Keil;0;;TRUE;782-784;Aus eigener Kraft. Roman in 2 Bänden;1873;R;;;;;;;;Theresa Valta;;;;normalisiert;;;;
